cue,trial,raw_text,parsed,ok
naturally,60,"organic, effortless, wild",organic|effortless|wild,True
naturally,61,"organic, effortless, wild",organic|effortless|wild,True
naturally,62,"organic, instinct, earth",organic|instinct|earth,True
naturally,63,"organic, instinct, effortless",organic|instinct|effortless,True
naturally,64,"organic, effortless, wild",organic|effortless|wild,True
naturally,65,"organic, instinct, earth",organic|instinct|earth,True
naturally,66,"organic, instinct, earth",organic|instinct|earth,True
naturally,67,"organic, effortless, pure",organic|effortless|pure,True
naturally,68,"organic, effortless, wild",organic|effortless|wild,True
naturally,69,"organic, instinct, earth",organic|instinct|earth,True
naturally,70,"organic, instinct, earth",organic|instinct|earth,True
naturally,71,"organic, instinct, earth",organic|instinct|earth,True
naturally,72,"organic, organic, wild",organic|organic|wild,True
naturally,73,"organic, effortless, nature",organic|effortless|nature,True
naturally,74,"organic, earth, wild",organic|earth|wild,True
naturally,75,"organic, effortless, wild",organic|effortless|wild,True
naturally,76,"organic, instinct, earth",organic|instinct|earth,True
naturally,77,"organic, effortless, pure",organic|effortless|pure,True
naturally,78,"organic, effortless, wild",organic|effortless|wild,True
naturally,79,"organic, instinct, earth",organic|instinct|earth,True
naturally,80,"organic, effortless, wild",organic|effortless|wild,True
naturally,81,"organic, effortless, wild",organic|effortless|wild,True
naturally,82,"organic, earth, effortless",organic|earth|effortless,True
naturally,83,"organic, effortless, wild",organic|effortless|wild,True
naturally,84,"organic, green, earth",organic|green|earth,True
naturally,85,"organic, effortless, earth",organic|effortless|earth,True
naturally,86,"organic, effortless, earth",organic|effortless|earth,True
naturally,87,"organic, effortless, pure",organic|effortless|pure,True
naturally,88,"organic, wild, effortless",organic|wild|effortless,True
naturally,89,"organic, wild, pure",organic|wild|pure,True
naturally,90,"organic, instinct, earth",organic|instinct|earth,True
naturally,91,"organic, instinct, earth",organic|instinct|earth,True
naturally,92,"organic, instinct, earth",organic|instinct|earth,True
naturally,93,"organic, effortless, earth",organic|effortless|earth,True
naturally,94,"organic, effortless, wild",organic|effortless|wild,True
naturally,95,"organic, earth, pure",organic|earth|pure,True
naturally,96,"organic, effortless, wild",organic|effortless|wild,True
naturally,97,"organic, effortless, wild",organic|effortless|wild,True
naturally,98,"organic, effortless, pure",organic|effortless|pure,True
naturally,99,"organic, effortless, earth",organic|effortless|earth,True
alcoholism,0,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,1,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,2,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,3,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,4,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,5,"addiction, liver, alcohol",addiction|liver|alcohol,True
alcoholism,6,"addiction, drinking, health",addiction|drinking|health,True
alcoholism,7,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,8,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,9,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,10,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,11,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,12,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,13,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,14,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,15,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,16,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,17,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,18,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,19,"addiction, alcohol, recovery",addiction|alcohol|recovery,True
alcoholism,20,"addiction, liver, alcohol",addiction|liver|alcohol,True
alcoholism,21,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,22,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,23,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,24,"addiction, alcohol, liver",addiction|alcohol|liver,True
alcoholism,25,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,26,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,27,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,28,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,29,"addiction, liver, alcohol",addiction|liver|alcohol,True
alcoholism,30,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,31,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,32,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,33,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,34,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,35,"addiction, liver, alcohol",addiction|liver|alcohol,True
alcoholism,36,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,37,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,38,"addiction, liver, drink",addiction|liver|drink,True
alcoholism,39,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,40,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,41,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,42,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,43,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,44,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,45,"addiction, liver, alcohol",addiction|liver|alcohol,True
alcoholism,46,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,47,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,48,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,49,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,50,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,51,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,52,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,53,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,54,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,55,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,56,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,57,"addiction, alcohol, liver",addiction|alcohol|liver,True
alcoholism,58,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,59,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,60,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,61,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,62,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,63,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,64,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,65,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,66,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,67,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,68,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,69,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,70,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,71,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,72,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,73,"addiction, liver, alcohol",addiction|liver|alcohol,True
alcoholism,74,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,75,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,76,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,77,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,78,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,79,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,80,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,81,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,82,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,83,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,84,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,85,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,86,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,87,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,88,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,89,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,90,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,91,"addiction, drinking, liver",addiction|drinking|liver,True
alcoholism,92,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,93,"addiction, liver, alcohol",addiction|liver|alcohol,True
alcoholism,94,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,95,"addiction, liver, alcohol",addiction|liver|alcohol,True
alcoholism,96,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,97,"addiction, liver, alcohol",addiction|liver|alcohol,True
alcoholism,98,"addiction, liver, drinking",addiction|liver|drinking,True
alcoholism,99,"addiction, drinking, liver",addiction|drinking|liver,True
God,0,"faith, heaven, prayer",faith|heaven|prayer,True
God,1,"faith, heaven, prayer",faith|heaven|prayer,True
God,2,"faith, heaven, prayer",faith|heaven|prayer,True
God,3,"faith, heaven, prayer",faith|heaven|prayer,True
God,4,"faith, heaven, prayer",faith|heaven|prayer,True
God,5,"faith, heaven, prayer",faith|heaven|prayer,True
God,6,"faith, heaven, prayer",faith|heaven|prayer,True
God,7,"faith, heaven, prayer",faith|heaven|prayer,True
God,8,"faith, heaven, prayer",faith|heaven|prayer,True
God,9,"faith, heaven, prayer",faith|heaven|prayer,True
God,10,"faith, heaven, prayer",faith|heaven|prayer,True
God,11,"faith, heaven, prayer",faith|heaven|prayer,True
God,12,"faith, heaven, prayer",faith|heaven|prayer,True
God,13,"faith, heaven, prayer",faith|heaven|prayer,True
God,14,"faith, heaven, prayer",faith|heaven|prayer,True
God,15,"faith, heaven, prayer",faith|heaven|prayer,True
God,16,"faith, heaven, prayer",faith|heaven|prayer,True
God,17,"faith, heaven, prayer",faith|heaven|prayer,True
God,18,"faith, heaven, prayer",faith|heaven|prayer,True
God,19,"faith, heaven, prayer",faith|heaven|prayer,True
God,20,"faith, heaven, prayer",faith|heaven|prayer,True
God,21,"faith, heaven, prayer",faith|heaven|prayer,True
God,22,"faith, heaven, prayer",faith|heaven|prayer,True
God,23,"faith, heaven, prayer",faith|heaven|prayer,True
God,24,"faith, heaven, prayer",faith|heaven|prayer,True
God,25,"faith, heaven, prayer",faith|heaven|prayer,True
God,26,"faith, heaven, prayer",faith|heaven|prayer,True
God,27,"faith, heaven, prayer",faith|heaven|prayer,True
God,28,"faith, heaven, prayer",faith|heaven|prayer,True
God,29,"faith, heaven, prayer",faith|heaven|prayer,True
God,30,"faith, heaven, prayer",faith|heaven|prayer,True
God,31,"faith, heaven, prayer",faith|heaven|prayer,True
God,32,"faith, heaven, prayer",faith|heaven|prayer,True
God,33,"faith, heaven, prayer",faith|heaven|prayer,True
God,34,"faith, heaven, prayer",faith|heaven|prayer,True
God,35,"faith, heaven, prayer",faith|heaven|prayer,True
God,36,"faith, heaven, prayer",faith|heaven|prayer,True
God,37,"faith, heaven, prayer",faith|heaven|prayer,True
God,38,"faith, heaven, prayer",faith|heaven|prayer,True
God,39,"faith, heaven, prayer",faith|heaven|prayer,True
God,40,"faith, heaven, prayer",faith|heaven|prayer,True
God,41,"faith, heaven, prayer",faith|heaven|prayer,True
God,42,"faith, heaven, prayer",faith|heaven|prayer,True
God,43,"faith, heaven, prayer",faith|heaven|prayer,True
God,44,"faith, heaven, prayer",faith|heaven|prayer,True
God,45,"faith, heaven, prayer",faith|heaven|prayer,True
God,46,"faith, heaven, prayer",faith|heaven|prayer,True
God,47,"faith, heaven, prayer",faith|heaven|prayer,True
God,48,"faith, heaven, prayer",faith|heaven|prayer,True
God,49,"faith, heaven, prayer",faith|heaven|prayer,True
God,50,"faith, heaven, prayer",faith|heaven|prayer,True
God,51,"faith, heaven, prayer",faith|heaven|prayer,True
God,52,"faith, heaven, prayer",faith|heaven|prayer,True
God,53,"faith, heaven, prayer",faith|heaven|prayer,True
God,54,"faith, heaven, prayer",faith|heaven|prayer,True
God,55,"faith, heaven, prayer",faith|heaven|prayer,True
God,56,"faith, heaven, prayer",faith|heaven|prayer,True
God,57,"faith, heaven, prayer",faith|heaven|prayer,True
God,58,"faith, heaven, prayer",faith|heaven|prayer,True
God,59,"faith, heaven, prayer",faith|heaven|prayer,True
God,60,"faith, heaven, prayer",faith|heaven|prayer,True
God,61,"faith, heaven, prayer",faith|heaven|prayer,True
God,62,"faith, heaven, prayer",faith|heaven|prayer,True
God,63,"faith, heaven, prayer",faith|heaven|prayer,True
God,64,"faith, heaven, prayer",faith|heaven|prayer,True
God,65,"faith, heaven, prayer",faith|heaven|prayer,True
God,66,"faith, heaven, prayer",faith|heaven|prayer,True
God,67,"faith, heaven, prayer",faith|heaven|prayer,True
God,68,"faith, heaven, prayer",faith|heaven|prayer,True
God,69,"faith, heaven, divine",faith|heaven|divine,True
God,70,"faith, heaven, religion",faith|heaven|religion,True
God,71,"faith, heaven, prayer",faith|heaven|prayer,True
God,72,"faith, heaven, prayer",faith|heaven|prayer,True
God,73,"faith, heaven, prayer",faith|heaven|prayer,True
God,74,"faith, heaven, prayer",faith|heaven|prayer,True
God,75,"faith, heaven, prayer",faith|heaven|prayer,True
God,76,"faith, heaven, prayer",faith|heaven|prayer,True
God,77,"faith, heaven, prayer",faith|heaven|prayer,True
God,78,"faith, heaven, prayer",faith|heaven|prayer,True
God,79,"faith, heaven, prayer",faith|heaven|prayer,True
God,80,"faith, heaven, prayer",faith|heaven|prayer,True
God,81,"faith, heaven, prayer",faith|heaven|prayer,True
God,82,"faith, heaven, prayer",faith|heaven|prayer,True
God,83,"faith, heaven, religion",faith|heaven|religion,True
God,84,"faith, heaven, prayer",faith|heaven|prayer,True
God,85,"faith, heaven, prayer",faith|heaven|prayer,True
God,86,"faith, heaven, prayer",faith|heaven|prayer,True
God,87,"faith, heaven, prayer",faith|heaven|prayer,True
God,88,"faith, heaven, prayer",faith|heaven|prayer,True
God,89,"faith, heaven, prayer",faith|heaven|prayer,True
God,90,"faith, heaven, prayer",faith|heaven|prayer,True
God,91,"faith, heaven, prayer",faith|heaven|prayer,True
God,92,"faith, heaven, prayer",faith|heaven|prayer,True
God,93,"faith, heaven, prayer",faith|heaven|prayer,True
God,94,"faith, heaven, prayer",faith|heaven|prayer,True
God,95,"faith, heaven, prayer",faith|heaven|prayer,True
God,96,"faith, heaven, prayer",faith|heaven|prayer,True
God,97,"faith, heaven, prayer",faith|heaven|prayer,True
God,98,"faith, heaven, prayer",faith|heaven|prayer,True
God,99,"faith, heaven, prayer",faith|heaven|prayer,True
laborer,0,"work, sweat, toil",work|sweat|toil,True
laborer,1,"work, sweat, toil",work|sweat|toil,True
laborer,2,"work, sweat, toil",work|sweat|toil,True
laborer,3,"work, sweat, toil",work|sweat|toil,True
laborer,4,"work, sweat, toil",work|sweat|toil,True
laborer,5,"work, sweat, toil",work|sweat|toil,True
laborer,6,"work, sweat, toil",work|sweat|toil,True
laborer,7,"work, sweat, toil",work|sweat|toil,True
laborer,8,"work, sweat, toil",work|sweat|toil,True
laborer,9,"work, sweat, toil",work|sweat|toil,True
laborer,10,"work, sweat, toil",work|sweat|toil,True
laborer,11,"work, sweat, toil",work|sweat|toil,True
laborer,12,"work, sweat, tools",work|sweat|tools,True
laborer,13,"work, sweat, toil",work|sweat|toil,True
laborer,14,"work, sweat, toil",work|sweat|toil,True
laborer,15,"work, sweat, toil",work|sweat|toil,True
laborer,16,"work, sweat, toil",work|sweat|toil,True
laborer,17,"work, sweat, toil",work|sweat|toil,True
laborer,18,"work, sweat, toil",work|sweat|toil,True
laborer,19,"work, sweat, toil",work|sweat|toil,True
laborer,20,"work, sweat, toil",work|sweat|toil,True
laborer,21,"work, sweat, toil",work|sweat|toil,True
laborer,22,"work, sweat, toil",work|sweat|toil,True
laborer,23,"work, sweat, construction",work|sweat|construction,True
laborer,24,"work, sweat, toil",work|sweat|toil,True
laborer,25,"work, sweat, tools",work|sweat|tools,True
laborer,26,"work, sweat, toil",work|sweat|toil,True
laborer,27,"work, sweat, toil",work|sweat|toil,True
laborer,28,"work, sweat, toil",work|sweat|toil,True
laborer,29,"work, sweat, toil",work|sweat|toil,True
laborer,30,"work, sweat, toil",work|sweat|toil,True
laborer,31,"work, sweat, toil",work|sweat|toil,True
laborer,32,"work, sweat, toil",work|sweat|toil,True
laborer,33,"work, sweat, toil",work|sweat|toil,True
laborer,34,"work, sweat, toil",work|sweat|toil,True
laborer,35,"work, sweat, toil",work|sweat|toil,True
laborer,36,"work, sweat, tools",work|sweat|tools,True
laborer,37,"work, sweat, toil",work|sweat|toil,True
laborer,38,"work, sweat, toil",work|sweat|toil,True
laborer,39,"work, sweat, tools",work|sweat|tools,True
laborer,40,"work, sweat, tools",work|sweat|tools,True
laborer,41,"work, sweat, manual",work|sweat|manual,True
laborer,42,"work, sweat, toil",work|sweat|toil,True
laborer,43,"work, sweat, toil",work|sweat|toil,True
laborer,44,"work, sweat, toil",work|sweat|toil,True
laborer,45,"work, sweat, toil",work|sweat|toil,True
laborer,46,"work, sweat, toil",work|sweat|toil,True
laborer,47,"work, sweat, toil",work|sweat|toil,True
laborer,48,"work, sweat, toil",work|sweat|toil,True
laborer,49,"work, sweat, toil",work|sweat|toil,True
laborer,50,"work, sweat, toil",work|sweat|toil,True
laborer,51,"work, sweat, toil",work|sweat|toil,True
laborer,52,"work, sweat, toil",work|sweat|toil,True
laborer,53,"work, sweat, toil",work|sweat|toil,True
laborer,54,"work, sweat, toil",work|sweat|toil,True
laborer,55,"work, sweat, toil",work|sweat|toil,True
laborer,56,"work, sweat, toil",work|sweat|toil,True
laborer,57,"work, sweat, toil",work|sweat|toil,True
laborer,58,"work, sweat, toil",work|sweat|toil,True
laborer,59,"work, sweat, toil",work|sweat|toil,True
laborer,60,"work, sweat, toil",work|sweat|toil,True
laborer,61,"work, sweat, toil",work|sweat|toil,True
laborer,62,"work, sweat, toil",work|sweat|toil,True
laborer,63,"work, sweat, toil",work|sweat|toil,True
laborer,64,"work, sweat, toil",work|sweat|toil,True
laborer,65,"work, sweat, toil",work|sweat|toil,True
laborer,66,"work, sweat, toil",work|sweat|toil,True
laborer,67,"work, sweat, toil",work|sweat|toil,True
laborer,68,"work, sweat, labor",work|sweat|labor,True
laborer,69,"work, sweat, manual",work|sweat|manual,True
laborer,70,"work, sweat, toil",work|sweat|toil,True
laborer,71,"work, sweat, toil",work|sweat|toil,True
laborer,72,"work, sweat, toil",work|sweat|toil,True
laborer,73,"work, sweat, toil",work|sweat|toil,True
laborer,74,"work, sweat, toil",work|sweat|toil,True
laborer,75,"work, sweat, toil",work|sweat|toil,True
laborer,76,"work, sweat, toil",work|sweat|toil,True
laborer,77,"work, sweat, toil",work|sweat|toil,True
laborer,78,"work, sweat, toil",work|sweat|toil,True
laborer,79,"work, sweat, toil",work|sweat|toil,True
laborer,80,"work, sweat, toil",work|sweat|toil,True
laborer,81,"work, sweat, tools",work|sweat|tools,True
laborer,82,"work, sweat, toil",work|sweat|toil,True
laborer,83,"work, sweat, toil",work|sweat|toil,True
