src,tgt,wt
association,meaning,5
association,partnership,2
association,relate,26
association,many,5
association,some,6
association,different,3
association,example,3
association,negative,3
association,acronym,6
association,by,13
association,psychological,2
association,common,3
association,accepted,2
association,correct,2
association,other,6
association,combine,4
association,more,18
association,added,3
association,additional,4
association,multiplication,2
association,optional,2
association,proximity,5
association,similar,3
association,desired,4
association,unknown,6
association,come,2
association,following,2
association,another,23
association,repeat,2
association,term,9
association,understood,14
association,unclear,4
association,split,2
association,thing,3
association,mean,2
association,noun,2
association,there,2
association,given,5
association,alumnus,8
association,connotation,21
association,multiple,6
association,random,3
association,similarity,22
association,anterior,5
association,posterior,4
association,any,2
association,every,2
association,whatever,4
association,relevant,4
association,wrong,3
association,provide,3
association,required,3
association,attribute,3
association,personal,3
association,belong,12
association,belonging,6
association,wordy,2
association,cognitive,2
association,coma,2
association,memorable,2
association,unique,7
association,refer,4
association,closely,4
association,membership,17
association,cluster,13
association,collective,5
association,combination,17
association,combined,3
association,member,21
association,commune,8
association,incomplete,5
association,joined,2
association,implication,3
association,contra,2
association,incorrect,3
association,varied,3
association,indirect,16
association,disassociate,4
association,distinct,2
association,each,4
association,ergo,4
association,ew,2
association,unnecessary,2
association,factor,3
association,freely,10
association,occurrence,2
association,often,4
association,tendency,2
association,included,9
association,participation,5
association,incorporate,3
association,indicate,2
association,knew,2
association,known,7
association,league,2
association,negatively,6
association,singular,2
association,put together,2
association,regarding,2
association,represent,2
association,underling,4
association,triad,2
association,usage,3
assume,assumption,2
assume,belief,3
assume,believe,57
assume,false,2
assume,guess,22
assume,hypothesis,6
assume,imagine,6
assume,make,23
assume,possibility,3
assume,predict,3
assume,suggest,2
assume,suppose,67
assume,think,39
assume,doubt,4
assume,consider,2
assume,expect,10
assume,hope,6
assume,hypothesize,5
assume,presume,86
assume,suspect,6
assume,decide,2
assume,speculate,8
assume,usually,2
assume,approximate,7
assume,assert,3
assume,probably,3
assume,infer,8
assume,deem,3
assume,imply,9
assume,postulate,3
assume,reckon,9
assume,supposed,15
assume,take over,4
banana,fruit,94
banana,furry,2
banana,sweet,46
banana,yellow,93
banana,pet,2
banana,peel,30
banana,tropical,6
banana,smooth,2
banana,delicious,2
banana,grocery,3
banana,plant,4
banana,ripe,11
banana,smoothie,16
banana,sweetness,4
banana,taste,5
banana,tasty,3
banana,adam,18
banana,choice,2
banana,common,3
banana,list,2
banana,extra,3
banana,split,6
banana,compare,2
banana,alphabet,2
banana,or,3
banana,ape,18
banana,monkey,61
banana,juicy,2
banana,b,10
banana,bam,3
banana,ban,53
banana,pluck,4
banana,forbidden,3
banana,slippery,2
banana,be,2
banana,produce,2
banana,mock,2
banana,both,2
banana,bonkers,6
banana,bounty,18
banana,bra,3
banana,mash,4
banana,bunch,22
banana,pod,3
banana,chimp,7
banana,wedge,2
banana,plantation,22
banana,daft,2
banana,minion,3
banana,each,2
banana,eaten,2
banana,slip,2
banana,frank,2
banana,fruity,43
banana,gala,22
banana,mashed,72
banana,hem,13
banana,i,2
banana,unripe,4
banana,isaac,2
banana,loony,3
banana,loopy,3
banana,luscious,2
banana,ma,22
banana,stall,5
banana,pal,3
banana,plural,3
banana,prim,2
banana,prod,4
banana,rind,5
banana,slipped,5
banana,wacko,3
barking,dog,69
barking,loud,74
barking,noisy,13
barking,sound,12
barking,noise,59
barking,aggressive,5
barking,animal,12
barking,furry,3
barking,bark,4
barking,yapping,3
barking,loudness,9
barking,outside,2
barking,hound,5
barking,beagle,4
barking,bulldog,2
barking,snappy,2
barking,gruff,2
barking,snoopy,8
blue,color,82
blue,deep,45
blue,eye,8
blue,ocean,75
blue,sky,90
blue,tree,2
blue,calm,2
blue,orange,2
blue,hue,17
blue,wave,37
blue,cool,12
blue,a few,2
blue,many,5
blue,three,4
blue,water,43
blue,word,2
blue,big,2
blue,a lot,2
blue,different,4
blue,various,10
blue,earth,2
blue,desert,2
blue,strange,3
blue,weird,2
blue,choice,6
blue,world,2
blue,above,6
blue,high,6
blue,nothing,2
blue,unavailable,2
blue,adjective,6
blue,beautiful,3
blue,great,17
blue,okay,2
blue,harmonica,44
blue,error,2
blue,correct,2
blue,point,2
blue,air,2
blue,beyond,4
blue,other,14
blue,choose,3
blue,turn,2
blue,exact,2
blue,really,9
blue,list,2
blue,more,3
blue,pool,5
blue,mailbox,2
blue,map,3
blue,near,3
blue,next,6
blue,side,2
blue,similar,11
blue,describe,11
blue,description,13
blue,lovely,4
blue,flag,25
blue,navy,86
blue,like,2
blue,ink,3
blue,unknown,3
blue,afar,3
blue,distant,4
blue,far,4
blue,horizon,3
blue,sunset,2
blue,cold,7
blue,again,2
blue,another,2
blue,same,31
blue,mood,2
blue,unsure,3
blue,sea,7
blue,understood,3
blue,go,3
blue,look,2
blue,sail,2
blue,unclear,3
blue,airhead,2
blue,glacier,3
blue,icy,3
blue,cover,5
blue,marine,9
blue,underwater,11
blue,all,7
blue,see,3
blue,thing,3
blue,noun,8
blue,line,2
blue,or,19
blue,alternatively,4
blue,maybe,5
blue,possibly,3
blue,dive,6
blue,diver,2
blue,murky,2
blue,blob,5
blue,shape,2
blue,vast,61
blue,random,3
blue,ancient,2
blue,o,3
blue,heavenly,14
blue,moody,4
blue,iceberg,6
blue,any,4
blue,separate,3
blue,apparent,2
blue,clear,76
blue,appealing,2
blue,crab,6
blue,sprint,2
blue,police,12
blue,around,5
blue,coat,2
blue,aqua,81
blue,arc,3
blue,upper,14
blue,shirt,2
blue,herb,2
blue,circle,2
blue,cop,15
blue,policeman,47
blue,as well,9
blue,drown,2
blue,magnificent,6
blue,required,2
blue,outlook,3
blue,purple,5
blue,original,3
blue,expanse,9
blue,b,68
blue,baboon,3
blue,wallpaper,2
blue,depressed,5
blue,jean,19
blue,glaze,3
blue,pacific,78
blue,block,3
blue,tide,3
blue,be,10
blue,stripe,2
blue,castle,2
blue,beaten,2
blue,of course,2
blue,so,8
blue,bellow,4
blue,down,4
blue,lower,3
blue,under,5
blue,piercing,2
blue,underneath,2
blue,shade,2
blue,favorite,2
blue,both,5
blue,endless,9
blue,gigantic,3
blue,biggest,5
blue,blackbird,4
blue,mark,2
blue,blade,2
blue,saw,4
blue,blank,3
blue,plain,2
blue,blazer,7
blue,bleed,2
blue,bleep,2
blue,cube,5
blue,scattered,2
blue,blue jay,6
blue,blueberry,3
blue,bodybuilder,2
blue,mud,2
blue,filled,3
blue,depth,18
blue,porcelain,3
blue,crashing,2
blue,breaking,2
blue,scenic,2
blue,brie,3
blue,expansive,23
blue,wide,11
blue,bruise,5
blue,budgie,3
blue,buff,3
blue,c,3
blue,cab,2
blue,seafood,2
blue,caribbean,10
blue,turquoise,54
blue,keep going,10
blue,cassette,2
blue,cayman,3
blue,coral,3
blue,evergreen,2
blue,denim,47
blue,graph,2
blue,checkered,7
blue,patterned,3
blue,cheddar,2
blue,swimming pool,12
blue,dot,2
blue,pick up,2
blue,clearly,2
blue,colder,2
blue,colored,58
blue,combined,4
blue,covering,2
blue,crayon,4
blue,louisiana,5
blue,currant,2
blue,fade,2
blue,d,4
blue,dark blue,6
blue,deeply,26
blue,dejected,14
blue,democrat,2
blue,depressing,2
blue,depressive,2
blue,rob,2
blue,go down,2
blue,vary,9
blue,varied,12
blue,sample,2
blue,swimmer,2
blue,dome,3
blue,dotted,2
blue,out,2
blue,downer,24
blue,dungaree,3
blue,mini,2
blue,minion,2
blue,dye,6
blue,e,2
blue,heel,2
blue,ebony,2
blue,expand,6
blue,mighty,2
blue,highlight,3
blue,magenta,5
blue,ew,18
blue,ex,2
blue,eyeball,2
blue,eyed,3
blue,eyeshadow,2
blue,shallow,2
blue,third,4
blue,nail polish,2
blue,fish tank,2
blue,waving,16
blue,fleck,3
blue,toe,3
blue,ford,2
blue,fore,2
blue,often,8
blue,monday,4
blue,frigid,2
blue,frisk,2
blue,g,2
blue,gazing,2
blue,staring,2
blue,generally,3
blue,mostly,22
blue,glazed,13
blue,globe,48
blue,glum,7
blue,tee,2
blue,indigo,67
blue,mediterranean,69
blue,mush,2
blue,hiss,2
blue,seagull,7
blue,wavy,40
blue,heather,2
blue,hem,26
blue,heron,2
blue,tint,8
blue,iceland,2
blue,in fact,7
blue,watery,17
blue,k,5
blue,l,2
blue,laborer,6
blue,lefty,2
blue,look at,2
blue,seeing,2
blue,mild,2
blue,m,3
blue,magpie,3
blue,new orleans,9
blue,mode,2
blue,mockingbird,10
blue,tuesday,2
blue,n,10
blue,naturally,2
blue,slightly,2
blue,neptune,3
blue,oddity,2
blue,singular,4
blue,opal,5
blue,overhead,8
blue,pal,2
blue,striped,2
blue,peacock,8
blue,plumb,2
blue,plural,3
blue,police officer,14
blue,talc,2
blue,prefer,5
blue,pubes,2
blue,q,5
blue,r,6
blue,removed,2
blue,robin,8
blue,s,4
blue,sadden,2
blue,sapphire,60
blue,seashore,3
blue,seen,3
blue,shaped,2
blue,sharpie,10
blue,slate,4
blue,starfish,6
blue,u,2
blue,stork,3
blue,underling,3
blue,such,16
blue,surrounding,3
blue,violet,6
blue,umpire,2
blue,uranus,30
blue,v,2
blue,west coast,2
blue,x,3
car,automobile,92
car,drive,95
car,driving,97
car,engine,69
car,fast,46
car,gas,30
car,gasoline,79
car,motor,92
car,red,4
car,ride,90
car,road,61
car,speed,84
car,transportation,84
car,vehicle,98
car,wheel,52
car,fuel,50
car,noise,8
car,traffic,89
car,transport,72
car,noisy,4
car,speedometer,41
car,accelerate,11
car,lot,14
car,return,27
car,abandon,2
car,leave,3
car,man,3
car,can,2
car,pas,8
car,stop,18
car,away,2
car,self,2
car,metal,12
car,velocity,3
car,accident,78
car,ambulance,2
car,collision,34
car,crash,90
car,accompany,3
car,fault,8
car,ace,4
car,main,4
car,oil,5
car,spot,3
car,electric,2
car,motion,11
car,trunk,38
car,across,6
car,move,3
car,turn,4
car,model,2
car,fix,19
car,street,60
car,urban,2
car,zip,3
car,fleet,16
car,officer,2
car,coming,3
car,rush,6
car,old,2
car,trip,2
car,sell,3
car,affordable,5
car,back,2
car,go,4
car,stuffy,2
car,arrival,11
car,luggage,3
car,aisle,3
car,elevator,5
car,alley,2
car,aluminum,4
car,steel,3
car,alongside,7
car,lane,7
car,used,16
car,driven,99
car,race,69
car,city,6
car,stuck,25
car,toy,38
car,breakdown,36
car,animate,3
car,seat,30
car,horn,43
car,front,70
car,rear,86
car,broken,8
car,vintage,19
car,rack,13
car,inspection,6
car,police,32
car,train,2
car,sign,2
car,rent,81
car,rental,88
car,tank,12
car,curve,3
car,object,13
car,cop,50
car,policeman,9
car,arrive,39
car,arriving,23
car,vessel,2
car,choke,20
car,express,2
car,tar,4
car,rate,2
car,bolt,15
car,gear,13
car,mechanic,61
car,part,63
car,safe,2
car,attached,5
car,pull,8
car,auto,89
car,pedal,2
car,automatic,31
car,classic,2
car,automotive,92
car,reserved,6
car,avenue,20
car,escape,11
car,dodge,92
car,steering,6
car,win,4
car,leaving,16
car,axle,14
car,truck,3
car,turning,2
car,pack,3
car,moving,59
car,retro,9
car,broke,2
car,shuttle,15
car,carried,8
car,carrying,8
car,rubber,22
car,thud,4
car,theft,2
car,tow,12
car,low,2
car,rust,2
car,rusty,5
car,rolling,8
car,behind,7
car,full,3
car,mine,2
car,own,3
car,owner,30
car,curvy,2
car,favorite,6
car,faster,11
car,riding,49
car,crunch,2
car,saw,5
car,flashy,8
car,stuffed,3
car,roadblock,4
car,blockage,2
car,congestion,41
car,traffic jam,75
car,blocked,4
car,faulty,9
car,stopped,81
car,bob,4
car,track,8
car,boot,4
car,cross,23
car,borrow,10
car,filled,5
car,sold,7
car,boulevard,13
car,bouncy,4
car,cargo,3
car,crush,3
car,bra,2
car,brake,66
car,tire,56
car,stopping,29
car,crossing,29
car,roadway,14
car,patrol,46
car,bring,7
car,crushed,13
car,damaged,3
car,fixed,39
car,brought,9
car,chrome,18
car,budge,7
car,buggy,83
car,rover,70
car,steer,3
car,push,7
car,drag,20
car,bump,92
car,impact,2
car,bumper,99
car,bumpy,62
car,carrier,2
car,steal,2
car,driver,95
car,filling,7
car,commute,57
car,bust,3
car,busted,6
car,shopper,2
car,buying,2
car,selling,5
car,c,47
car,cab,75
car,taxi,59
car,caboose,15
car,came,4
car,rally,31
car,cylinder,2
car,pod,9
car,frame,2
car,van,86
car,delivery,5
car,freight,6
car,roadkill,12
car,rot,10
car,going,4
car,cart,11
car,load,19
car,slot,15
car,cd,5
car,halt,21
car,license,33
car,chase,22
car,chaser,11
car,chauffeur,82
car,limo,82
car,rib,4
car,chevy,72
car,pickup,59
car,throttle,14
car,minor,4
car,wagon,2
car,junk,4
car,ratchet,4
car,expensive,2
car,pick up,32
car,wedge,2
car,clutch,26
car,coach,20
car,roller,7
car,dashboard,56
car,smash,17
car,ignition,15
car,town,2
car,compact,10
car,con,45
car,luxury,26
car,speedy,58
car,congested,21
car,controller,3
car,convenience,39
car,convenient,10
car,mile,51
car,convey,9
car,deliver,2
car,kernel,2
car,dad,4
car,sheriff,7
car,covered,2
car,runaway,54
car,rocking,2
car,maker,11
car,lift,34
car,disabled,2
car,mobility,44
car,intersection,4
car,cub,2
car,curb,7
car,speeding,80
car,piston,6
car,tube,13
car,daddy,3
car,stunt,4
car,dash,2
car,gauge,8
car,dashing,14
car,passing,61
car,fatal,2
car,dropping,2
car,rundown,2
car,delayed,3
car,puncture,5
car,semi,2
car,wreck,5
car,depart,4
car,departure,2
car,rob,7
car,deputy,7
car,descent,2
car,downhill,10
car,radar,2
car,route,3
car,diesel,14
car,unreliable,5
car,mileage,53
car,out,3
car,downtown,6
car,driveway,46
car,parking,93
car,drove,91
car,dual,12
car,fixing,9
car,repair,3
car,mini,74
car,miniature,9
car,prestige,7
car,escort,2
car,essential,4
car,lease,2
car,inspect,24
car,exhaust,26
car,rigid,2
car,exterior,2
car,production,2
car,swift,7
car,fare,4
car,fin,4
car,kit,9
car,flasher,2
car,squeak,6
car,for sale,7
car,ford,75
car,mustang,2
car,frank,5
car,freeway,44
car,highway,89
car,friday,2
car,petroleum,2
car,jug,4
car,portable,2
car,mob,61
car,garage,97
car,petrol,80
car,pump,14
car,take out,2
car,take off,2
car,go-cart,4
car,racing,97
car,goon,5
car,honk,96
car,went,2
car,grounded,9
car,warranty,3
car,hire,3
car,hitch,8
car,hybrid,97
car,immobile,42
car,stationary,2
car,ramp,47
car,took,4
car,rapid,19
car,james bond,7
car,jeep,52
car,manufacturer,3
car,panel,5
car,kilometer,2
car,manual,9
car,laden,2
car,limousine,86
car,liner,6
car,stolen,35
car,lorry,3
car,lubrication,2
car,maintenance,3
car,maneuver,4
car,mode,5
car,motorway,65
car,movable,27
car,stopper,9
car,occupied,2
car,odometer,51
car,overtake,51
car,slow down,10
car,unpack,13
car,par,10
car,parking ticket,37
car,parkway,6
car,passenger,35
car,pimp,34
car,playboy,3
car,police officer,13
car,pram,13
car,taking,3
car,prod,8
car,prop,3
car,yank,2
car,quad,56
car,r,2
car,racer,74
car,racetrack,55
car,ram,75
car,relay,3
car,remote control,8
car,rid,61
car,rider,4
car,rim,13
car,robbing,2
car,rue,15
car,rut,43
car,screech,2
car,seatbelt,50
car,upside down,2
car,sledge,2
car,sleek,13
car,smashed,5
car,spanner,2
car,spare,16
car,suburban,2
car,transit,2
car,steering wheel,43
car,stole,2
car,stub,3
car,suburbia,3
car,suspended,2
car,wiper,62
car,swerve,66
car,veer,6
car,tarmac,3
car,thump,2
car,ton,5
car,toot,4
car,tote,2
car,tram,15
car,trolley,34
car,unhook,3
car,unload,17
car,uptown,3
car,whiz,23
car,whoosh,6
car,windscreen,85
car,windshield,93
dog,animal,11
dog,bark,54
dog,canine,95
dog,fur,30
dog,furry,36
dog,loyal,35
dog,loyalty,5
dog,pet,76
dog,play,29
dog,playful,8
dog,pup,37
dog,puppy,46
dog,wag,95
dog,leash,67
dog,tail,29
dog,best friend,3
dog,faithful,20
dog,fetch,30
dog,breed,73
dog,friend,2
dog,friendly,14
dog,cute,3
dog,mammal,5
dog,can,4
dog,me,2
dog,lazy,23
dog,wet,3
dog,domestic,11
dog,nod,3
dog,spot,14
dog,smell,4
dog,smelly,12
dog,adopt,4
dog,fluffy,3
dog,aggressive,7
dog,predator,2
dog,noun,5
dog,ha,2
dog,anagram,2
dog,poop,7
dog,snout,27
dog,stink,2
dog,paw,32
dog,stinky,4
dog,object,2
dog,try,2
dog,curious,3
dog,fence,2
dog,tag,69
dog,hound,82
dog,cage,4
dog,beagle,60
dog,hunt,4
dog,jack,7
dog,gag,5
dog,bellow,2
dog,owner,10
dog,favorite,3
dog,billy,3
dog,bitch,28
dog,saw,4
dog,puffy,2
dog,bob,2
dog,bound,7
dog,brat,2
dog,feeding,19
dog,breeding,11
dog,bulldog,92
dog,ran,2
dog,pod,2
dog,feed,41
dog,trained,5
dog,chaser,14
dog,spotted,31
dog,chuck,8
dog,obedient,14
dog,con,4
dog,obedience,35
dog,coy,43
dog,coyote,12
dog,fox,3
dog,snappy,3
dog,pussy,2
dog,guard,2
dog,d,13
dog,dalmatian,58
dog,spotty,4
dog,stray,91
dog,dingo,64
dog,droopy,8
dog,earl,2
dog,seal,4
dog,shepherd,4
dog,f,4
dog,flea,2
dog,foxy,3
dog,shaggy,82
dog,frisk,8
dog,frisky,10
dog,goofy,5
dog,groundhog,5
dog,hog,6
dog,growl,34
dog,hiss,2
dog,spiky,3
dog,harness,3
dog,kept,2
dog,hissing,4
dog,squeal,3
dog,husky,69
dog,underdog,7
dog,sniff,3
dog,keeper,7
dog,labrador,73
dog,lap,17
dog,leo,11
dog,lick,4
dog,llama,2
dog,loopy,2
dog,muff,2
dog,nog,5
dog,papa,3
dog,pat,43
dog,patsy,6
dog,plural,9
dog,poodle,94
dog,rabies,26
dog,shag,12
dog,wail,3
dog,sledge,5
dog,slob,5
dog,smelt,10
dog,snoop,64
dog,snoopy,100
dog,snort,8
dog,spay,24
dog,vet,7
dog,tad,10
dog,tame,9
dog,tom,6
dog,untrained,2
dog,vicious,11
dog,wiener,24
dog,woof,92
dog,yak,3
flower,beautiful,29
flower,beauty,10
flower,bloom,98
flower,blooming,5
flower,bouquet,97
flower,colorful,6
flower,delicate,81
flower,fragrance,72
flower,fragrant,42
flower,garden,95
flower,petal,81
flower,nature,4
flower,scent,63
flower,color,9
flower,blossom,87
flower,pretty,56
flower,a little,3
flower,cute,3
flower,little,2
flower,gather,2
flower,flourish,5
flower,lush,6
flower,okay,2
flower,fair,4
flower,pleasant,4
flower,grass,3
flower,smell,4
flower,active,2
flower,romantic,2
flower,lovely,9
flower,growing,11
flower,adorn,11
flower,decor,45
flower,decorate,35
flower,decoration,80
flower,embellish,3
flower,aroma,14
flower,grown,10
flower,fresh,11
flower,pollen,11
flower,aromatic,11
flower,clove,4
flower,plant,29
flower,nice,2
flower,stone,2
flower,park,7
flower,root,2
flower,anisette,2
flower,lace,3
flower,lavender,86
flower,lily,96
flower,march,9
flower,bee,24
flower,aphrodisiac,2
flower,perfume,11
flower,rose,59
flower,emerge,3
flower,april,79
flower,may,10
flower,spring,49
flower,springtime,29
flower,delightful,7
flower,recline,2
flower,scented,35
flower,floral,28
flower,arrange,5
flower,artichoke,6
flower,daisy,96
flower,bohemian,7
flower,aside,5
flower,gorgeous,4
flower,purple,6
flower,butterfly,3
flower,weed,3
flower,pink,64
flower,backyard,5
flower,lawn,7
flower,yard,9
flower,ribbon,6
flower,pipe,2
flower,outside,3
flower,tutu,3
flower,bamboo,3
flower,reed,3
flower,stalk,3
flower,grow,5
flower,beekeeper,11
flower,beeswax,21
flower,wax,4
flower,belle,23
flower,meadow,59
flower,favorite,2
flower,flowery,3
flower,hippie,74
flower,pot,4
flower,bonnet,5
flower,flora,31
flower,crest,2
flower,porch,2
flower,bridal,38
flower,gown,6
flower,wedding,3
flower,bride,15
flower,crushed,2
flower,poppy,94
flower,bud,86
flower,bumble,26
flower,bumblebee,44
flower,bunch,96
flower,buttercup,95
flower,sunflower,63
flower,cactus,2
flower,mint,2
flower,honeydew,13
flower,cardinal,5
flower,pick,2
flower,clover,64
flower,exotic,2
flower,scarlet,2
flower,gardening,61
flower,planting,28
flower,sprinkle,7
flower,daffodil,89
flower,dainty,4
flower,madam,3
flower,nymph,8
flower,sway,2
flower,dandelion,93
flower,decorative,69
flower,vary,2
flower,varied,3
flower,stem,7
flower,iris,85
flower,f,13
flower,valentine,6
flower,fig,3
flower,flop,3
flower,orchard,2
flower,frilly,11
flower,seasonal,3
flower,gardener,55
flower,garnish,2
flower,kimono,5
flower,grove,6
flower,wreath,80
flower,heady,9
flower,heather,54
flower,hem,4
flower,hippy,72
flower,tulip,99
flower,hula,38
flower,hummingbird,5
flower,sniff,9
flower,ladybird,16
flower,lilac,92
flower,luscious,14
flower,mace,8
flower,madame,2
flower,naturally,9
flower,nightingale,2
flower,orchid,76
flower,paisley,9
flower,plural,2
flower,pomp,3
flower,rosebud,45
flower,sissy,2
flower,sixty,7
flower,tend,4
flower,violet,76
flower,vase,97
flower,woo,2
fruit,grocery,9
fruit,orange,82
fruit,sweet,11
fruit,strawberry,56
fruit,juicy,77
fruit,sour,2
fruit,berry,71
fruit,citrus,2
fruit,grape,36
fruit,pear,97
fruit,cherry,90
fruit,pineapple,68
fruit,edible,20
fruit,fresh,33
fruit,ripe,70
fruit,abel,2
fruit,true,2
fruit,diet,3
fruit,plenty,3
fruit,abundant,4
fruit,fruitful,2
fruit,false,3
fruit,lemon,21
fruit,tangy,4
fruit,red,22
fruit,sweetness,2
fruit,across,2
fruit,add,2
fruit,mathematical,2
fruit,growing,3
fruit,maturity,4
fruit,mature,17
fruit,market,14
fruit,aroma,2
fruit,again,2
fruit,grown,12
fruit,unsure,2
fruit,bounce,2
fruit,branch,4
fruit,jet,2
fruit,supermarket,4
fruit,clove,2
fruit,pumpkin,3
fruit,noun,2
fruit,but,2
fruit,or,16
fruit,golden,2
fruit,organic,12
fruit,genetic,2
fruit,root,2
fruit,bite,9
fruit,snack,8
fruit,apple juice,20
fruit,orange juice,13
fruit,apple pie,42
fruit,dessert,6
fruit,applesauce,24
fruit,apricot,79
fruit,peach,92
fruit,muslim,2
fruit,spider,2
fruit,choke,2
fruit,olive,34
fruit,donkey,2
fruit,garden,3
fruit,variety,10
fruit,aubergine,6
fruit,eggplant,9
fruit,reddish,3
fruit,avocado,64
fruit,healthy,5
fruit,ignore,3
fruit,bearing,12
fruit,edit,2
fruit,donut,3
fruit,worm,2
fruit,basket,71
fruit,ban,36
fruit,banging,3
fruit,pluck,14
